control_number,n_lines,n_taxa,n_class,n_species,qty_total,value_total,value_missing,taxa,country_origin,country_imp_exp,port,purpose,source,year,month,target
2008340902,1,1,1,1,3500,,1,shell,MX,CN,LO,T,W,2008,12,0
2008340914,11,1,2,8,21,,1,shell,PH,PH,LO,T,W,2008,12,0
2008340930,4,4,2,4,9502,,1,crustacean,PH,PH,LA,T,W,2008,12,0
2008340935,1,1,0,1,135,,1,shell,ID,CN,AN,T,W,2008,12,0
2008340936,1,1,0,1,1110,,1,shell,TH,TH,AN,T,W,2008,12,0
2008340938,32,1,1,19,811,,1,coral,ID,ID,LA,T,W,2008,12,0
2008340942,2,1,1,2,6588,,1,fish,HK,HK,LA,T,C,2008,12,0
2008340954,1,1,0,1,16,,1,shell,PH,PH,AN,P,W,2008,12,0
2008340961,1,1,0,1,2245,,1,shell,TH,TH,AN,T,W,2008,12,0
2008340971,1,1,0,1,66,,1,shell,CN,CN,AN,T,W,2008,12,0
2008340980,4,4,2,4,1994,,1,crustacean,PH,PH,LA,T,W,2008,12,0
2008340981,1,1,0,1,21,,1,shell,CN,HK,AN,T,W,2008,12,0
2008340984,1,1,1,1,1,,1,mammal,CN,CN,AN,T,W,2008,12,0
2008340990,1,1,0,1,40,,1,shell,XX,TH,AN,T,W,2008,12,1
2008341007,1,1,0,1,2,,1,shell,CN,CN,AN,T,W,2008,12,0
2008341010,1,1,1,1,6,,1,mammal,JP,JP,AN,T,W,2008,12,0
2008341014,6,2,2,6,13908,,1,bird,US,TH,AN,T,W,2008,12,0
2008341026,1,1,1,1,1,,1,mammal,DK,HK,AN,T,W,2008,12,0
2008341032,4,3,2,4,8117,,1,fish,LK,LK,LA,T,W,2008,12,0
2008341037,3,1,1,1,57,,1,mammal,DK,HK,NY,T,C,2008,12,0
2008341039,1,1,1,1,436,,1,shell,ID,FR,NY,T,C,2008,12,0
2008341049,1,1,1,1,132,,1,shell,ID,IT,NY,T,R,2008,12,0
2008341055,2,1,1,1,20000,,1,coral,FJ,FJ,LA,T,W,2008,12,0
2008341070,1,1,1,1,19914,,1,fish,HK,HK,LA,T,C,2008,12,0
2008341087,4,4,2,4,2516,,1,crustacean,PH,PH,LA,T,W,2008,12,0
2008341107,1,1,1,1,20,,1,shell,AU,GB,NY,T,C,2008,12,0
2008341124,1,1,1,1,2558,,1,mammal,CA,CA,PL,T,R,2008,12,0
2008341142,2,1,1,1,9071,,1,shell,TC,TC,MI,T,W,2008,12,0
2008341143,3,3,3,3,230,,1,echinoderms,KR,KR,NY,T,W,2008,12,0
2008341148,4,3,2,4,1402,,1,fish,ID,ID,MI,T,W,2008,12,0
2008341151,2,1,1,1,2,,1,reptile,AU,FR,NY,T,R,2008,12,0
2008341161,19,2,2,8,300,,1,reptile,ID,IT,NY,T,W,2008,12,0
2008341188,1,1,1,1,150,,1,shell,IN,IT,NW,T,W,2008,12,0
2008341190,1,1,1,1,36,,1,reptile,TH,IT,NY,T,W,2008,12,0
2008341197,4,1,1,1,1272,,1,shell,CN,TW,NF,T,C,2008,12,0
2008341206,1,1,1,1,696,,1,fish,PH,PH,LA,T,W,2008,12,0
2008341207,2,2,2,2,9061,,1,amphibian,HK,HK,SF,T,W,2008,12,0
2008341213,1,1,0,1,1092,,1,shell,PH,CN,AN,T,W,2008,12,0
2008341240,1,1,0,1,6,,1,shell,CN,CN,AN,T,W,2008,12,0
2008341247,4,4,2,4,2655,,1,crustacean,PH,PH,LA,T,W,2008,12,0
2008341251,1,1,1,1,23,,1,coral,CN,HK,AN,T,W,2008,12,0
2008341266,1,1,1,1,2,,1,bird,ZA,FR,HA,T,C,2008,12,0
2008341268,1,0,0,0,33200,,1,,TW,TW,LA,T,W,2008,12,0
2008341286,1,1,0,1,1,,1,shell,CN,HK,AN,T,W,2008,12,0
2008341293,3,2,2,3,1289,,1,crustacean,ID,ID,MI,T,W,2008,12,0
2008341337,4,4,2,4,5363,,1,crustacean,ID,ID,CH,T,W,2008,12,0
2008341355,1,1,1,1,20374,,1,mammal,CA,CA,DE,T,R,2008,12,0
2008341357,1,1,1,1,565,,1,fish,XX,XX,SF,P,W,2008,12,1
2008341362,1,1,1,1,264,,1,mammal,US,TW,LA,T,W,2008,12,0
2008341364,7,1,1,7,7,,1,mammal,ZA,ZA,CH,H,W,2008,12,0
2008341369,8,1,1,8,10,,1,mammal,ZA,ZA,CH,H,W,2008,12,0
2008341374,2,1,1,2,2340,,1,shell,JP,HK,LA,T,W,2008,12,0
2008341391,2,1,1,2,2,,1,mammal,ZW,ZA,NY,H,W,2008,12,0
2008341398,2,1,1,2,86,,1,mammal,CA,CA,CP,T,W,2008,12,0
2008341404,1,1,1,1,3,,1,reptile,ID,IT,NW,T,W,2008,12,0
2008341415,1,1,1,1,40320,,1,shell,CN,HK,SE,T,F,2009,1,0
2008341421,2,1,1,1,4666,,1,insect,CN,CN,CH,S,W,2008,10,0
2008341426,2,1,1,1,91,,1,insect,CN,CN,CH,S,W,2008,7,0
2008341436,7,1,1,7,11,,1,mammal,AU,AU,DF,H,W,2008,12,0
2008341441,1,1,1,1,4008,,1,shell,IN,IN,BO,T,W,2008,12,0
2008341442,3,1,1,3,6,,1,bird,PA,PA,ME,S,W,2008,12,0
2008341451,1,1,1,1,120,,1,echinoderms,MX,MX,SY,T,W,2008,12,0
2008341454,3,2,2,3,27559,,1,crustacean,TH,TH,NY,T,W,2008,12,0
2008341475,12,1,1,11,13,,1,mammal,ZA,ZA,NY,H,W,2008,12,0
2008341488,1,1,1,1,1,,1,reptile,US,HK,HA,T,C,2008,12,0
2008341492,3,1,1,1,8,,1,reptile,US,AT,NY,T,W,2008,12,0
2008341500,6,1,1,6,48,,1,shell,PH,PH,ME,T,W,2008,12,0
2008341530,4,2,2,2,14028,,1,bird,CN,CN,NY,T,W,2008,12,0
2008341531,2,2,2,2,182,,1,mammal,ID,IT,LA,T,C,2008,12,0
2008341542,1,1,1,1,8936,,1,shell,CN,CN,NY,T,W,2008,12,0
2008341550,10,2,2,5,194,,1,reptile,US,ZA,NY,T,W,2008,12,0
2008341574,1,1,1,1,16,,1,reptile,CN,IT,NY,T,W,2008,12,0
2008341575,1,1,1,1,3198,,1,shell,ID,HK,NY,T,W,2008,12,0
2008341598,28,1,1,1,113,,1,reptile,US,DE,NY,T,W,2008,12,0
2008341609,1,1,1,1,1,,1,shell,PH,TH,LA,P,W,2008,12,0
2008341621,1,1,1,1,500,,1,shell,CN,HK,LO,T,W,2008,12,0
2008341654,1,1,1,1,1,,1,reptile,PG,FR,ME,P,C,2008,12,0
2008341664,6,2,2,5,33,,1,reptile,US,IT,NY,T,W,2008,12,0
2008341669,1,1,1,1,1,,1,fish,FR,DE,NW,T,C,2008,12,0
2008341702,7,1,1,7,8,,1,mammal,ZA,ZA,NY,H,W,2008,12,0
2008341717,3,1,1,3,3,,1,mammal,ZA,ZA,NY,H,W,2008,12,0
2008341718,1,1,1,1,2,,1,reptile,FM,FM,HA,P,W,2008,12,1
2008341765,7,1,1,7,7,,1,bird,XX,IT,NW,P,W,2008,12,1
2008341775,1,1,1,1,14274,,1,shell,JP,HK,CH,T,W,2008,12,0
2008341776,1,1,1,1,32320,,1,fish,TT,TT,NY,T,W,2008,12,0
2008341780,1,1,1,1,167,,1,fish,MH,MH,LA,T,W,2008,12,0
2008341785,1,1,1,1,64740,,1,fish,SG,SG,LA,T,W,2008,12,0
2008341811,3,1,1,3,3,,1,mammal,ZA,ZA,NY,H,W,2008,12,0
2008341812,3,1,1,3,3,,1,mammal,ZA,ZA,BA,H,W,2008,12,0
2008341815,1,1,1,1,1000,,1,shell,CN,HK,DF,T,W,2008,12,0
2008341832,1,1,1,1,586,,1,reptile,CN,GB,NY,T,C,2008,12,0
2008341855,2,1,1,2,175,,1,coral,CN,HK,AN,T,W,2008,12,0
2008341885,1,1,0,1,7200,,1,shell,CN,CN,AN,T,W,2008,12,0
2008341910,1,1,1,1,210,,1,insect,CR,CR,MI,E,C,2008,12,0
2008341915,10,2,2,7,2154,,1,crustacean,ID,ID,SF,T,W,2008,12,0
2008341925,3,2,2,2,830,,1,bird,CN,HK,MI,T,C,2008,12,0
2008341931,6,4,3,5,2026,,1,fish,PH,PH,DE,T,W,2008,12,0
2008341933,1,1,0,1,258,,1,shell,KR,KR,AN,T,W,2008,12,0
2008341983,1,1,1,1,34062,,1,mammal,CA,CA,DE,T,R,2008,12,0
2008341992,1,1,0,1,27384,,1,shell,PH,PH,LA,T,W,2008,12,0
2008342009,8,1,1,8,13,,1,mammal,ZA,ZA,SF,H,W,2008,12,0
2008342028,1,1,1,1,53,,1,mammal,CA,CA,SW,T,R,2009,1,0
2008342047,2,1,1,2,2,,1,reptile,AU,SG,HA,T,R,2008,12,0
2008342068,1,1,1,1,576,,1,mammal,CN,DE,NY,T,W,2008,12,0
2008342077,1,1,1,1,1,,1,reptile,ID,IT,NY,P,W,2008,12,0
2008342093,7,1,1,4,42,,1,reptile,VE,IT,LA,T,W,2008,12,0
2008342096,4,1,1,4,4,,1,mammal,XX,XX,DF,H,W,2008,12,0
2008342117,2,1,2,2,6,,1,shell,JP,HK,NY,T,R,2008,12,0
2008342147,1,1,1,1,2,,1,shell,CH,CH,LA,T,R,2008,12,0
2008342174,2,1,1,2,8,,1,shell,PH,PH,LO,T,W,2008,12,0
2008342186,1,1,1,1,1,,1,shell,CN,AT,LO,P,W,2008,12,0
2008342200,1,1,1,1,12,,1,reptile,ID,IT,ME,T,W,2008,12,0
2008342201,1,1,1,1,1,,1,mammal,AR,AR,ME,T,C,2008,12,1
2008342228,8,1,1,8,9,,1,mammal,ZA,ZA,NY,H,W,2008,12,0
2008342242,3,1,1,2,11,,1,mammal,GY,GY,MI,T,W,2008,12,0
2008342245,1,1,1,1,120,,1,shell,NC,IT,MI,T,W,2008,12,0
2008342262,14,1,1,14,15,,1,mammal,ZA,ZA,NY,H,W,2008,12,0
2008342264,1,1,1,1,554,,1,insect,CR,CR,MI,E,C,2008,12,0
2008342277,1,1,1,1,216,,1,shell,PH,PH,SF,T,W,2008,12,0
2008342294,3,3,3,3,235,,1,echinoderms,KR,KR,NY,T,W,2008,12,0
2008342295,1,1,1,1,86,,1,bird,ZA,CN,SF,T,R,2008,12,0
2008342308,2,2,2,2,243,,1,mammal,CN,CN,CH,T,R,2008,12,0
2008342322,7,1,1,7,7,,1,mammal,ZA,ZA,SF,H,W,2008,12,0
2008342347,1,1,1,1,2340,,1,shell,CN,HK,NY,T,W,2008,12,0
2008342363,1,1,1,1,1,,1,reptile,ID,IT,NY,P,W,2008,12,0
2008342369,1,1,1,1,5,,1,shell,BZ,BZ,HN,P,W,2008,12,0
2008342381,2,2,1,2,20,,1,coral,CN,CN,AN,T,W,2008,12,0
2008342411,1,1,0,1,3,,1,shell,TH,TH,AN,T,W,2008,12,0
2008342449,3,1,1,3,13,,1,mammal,CA,HK,AN,T,W,2008,12,0
2008342455,1,1,1,1,164,,1,insect,CR,CR,MI,T,C,2008,12,0
2008342457,1,1,1,1,90,,1,mammal,MU,MU,CH,M,F,2008,12,0
2008342476,1,1,1,1,5760,,1,amphibian,EC,EC,NY,T,C,2009,1,0
2008342477,4,1,1,4,5,,1,mammal,ZM,ZM,HN,H,W,2008,12,0
2008342499,3,1,1,3,4,,1,mammal,AU,AU,SE,P,W,2008,12,0
2008342510,9,1,2,9,135360,,1,shell,CN,CN,SE,T,W,2008,12,0
2008342517,1,1,1,1,2,,1,reptile,US,IT,NY,T,W,2008,12,0
2008342539,3,1,1,2,264,,1,mammal,CA,CA,PL,T,R,2009,1,0
2008342543,5,1,1,3,266,,1,mammal,CA,CA,PL,T,R,2009,1,0
2008342544,5,1,1,3,266,,1,mammal,CA,CA,PL,T,R,2008,1,0
2008342574,6,1,1,6,6,,1,mammal,ZA,ZA,NY,H,W,2008,12,0
2008342575,4,1,1,4,4,,1,mammal,XX,XX,NY,H,W,2008,12,0
2008342582,1,1,1,1,4,,1,reptile,PH,PH,LA,T,W,2008,12,0
2008342598,1,1,1,1,16,,1,reptile,TH,IT,NW,T,W,2008,12,0
2008342604,1,1,1,1,800,,1,shell,KR,KR,SE,T,W,2008,12,0
2008342611,1,1,1,1,800,,1,mammal,NZ,HK,SE,T,C,2008,12,0
2008342612,4,1,1,4,4,,1,mammal,XX,XX,SF,H,W,2008,12,0
2008342615,1,1,1,1,26559,,1,shell,CN,MO,LA,T,W,2008,1,0
2008342617,4,4,2,4,1864,,1,crustacean,ID,ID,LA,T,W,2008,12,0
2008342624,1,1,1,1,672,,1,mammal,NZ,HK,SE,T,F,2008,12,0
2008342626,1,1,1,1,1,,1,bird,ZA,FR,NY,T,C,2008,12,0
2008342634,1,1,1,1,1,,1,shell,ID,IT,ME,T,C,2008,12,0
2008342636,1,1,1,1,360,,1,mammal,AU,HK,SE,T,W,2008,12,0
2008342639,2,1,1,2,2,,1,mammal,AR,AR,SE,H,W,2008,12,1
2008342691,1,1,1,1,13020,,1,shell,CN,HK,LA,T,W,2008,12,0
2008342693,20,4,3,20,1262,,1,coral,ID,ID,LA,T,W,2008,12,0
2009342699,5,1,1,5,3750,,1,fish,ZA,ZA,ME,S,W,2009,1,0
2009342703,1,1,1,1,13200,,1,shell,CN,CN,LO,T,W,2008,12,0
2009342710,1,1,1,1,5,,1,shell,CN,HK,LO,T,W,2008,12,0
2009342716,1,1,1,1,23,,1,shell,ID,HK,LO,T,W,2008,12,0
2009342724,1,1,1,1,8,,1,shell,CN,HK,LO,T,W,2008,12,0
2009342750,1,1,1,1,1,,1,bird,ZA,FR,NY,T,C,2008,12,0
2009342756,1,1,1,1,94,,1,shell,JP,HK,NY,T,W,2008,12,0
2009342761,1,1,1,1,494,,1,shell,AU,IT,NY,T,C,2008,12,0
2009342762,1,1,1,1,1748,,1,shell,AU,IT,NY,T,C,2008,12,0
2009342763,1,1,1,1,13454,,1,shell,AU,IT,NY,T,C,2008,12,0
2009342803,6,1,1,2,172,,1,reptile,VN,CH,NW,T,C,2008,12,0
2009342821,10,1,1,10,10,,1,mammal,ZM,ZM,NY,H,W,2008,12,0
2009342827,5,1,1,5,5,,1,mammal,TZ,TZ,NY,H,W,2008,12,0
2009342870,2,2,1,2,40,,1,bird,CN,CN,AN,T,W,2009,1,0
2009342878,1,1,0,1,4,,1,shell,CN,CN,AN,T,W,2008,12,0
2009342891,1,1,0,1,319,,1,shell,CN,CN,AN,T,W,2009,1,0
2009342898,1,1,0,1,127,,1,shell,CN,CN,AN,T,W,2009,1,0
2009342903,2,1,1,1,3,,1,shell,JP,HK,HA,T,C,2008,12,0
2009342909,2,1,1,1,160078,,1,mammal,AU,DE,AT,T,W,2008,12,0
2009342934,1,1,1,1,400,,1,reptile,CN,IT,NY,T,C,2008,12,0
2009342939,1,1,1,1,3,,1,reptile,US,FR,MI,T,W,2008,12,0
2009342962,1,1,1,1,2,,1,reptile,ID,IT,NY,T,W,2008,12,0
2009343006,3,2,2,3,164,,1,crustacean,LK,LK,MI,T,W,2008,12,0
2009343022,3,2,3,3,2078,,1,fish,CN,TW,NW,T,D,2008,12,0
2009343025,13,2,2,13,13,,1,mammal,ZM,ZM,SE,H,W,2008,12,0
2009343098,4,1,1,2,4,,1,mammal,CA,CA,SW,H,W,2009,1,0
2009343099,2,1,1,1,2,,1,mammal,CA,CA,SW,H,W,2009,1,0
2009343103,2,1,1,1,2,,1,mammal,CA,CA,SW,H,W,2009,1,0
2009343119,2,1,1,1,2,,1,mammal,CA,CA,SW,H,W,2009,1,0
2009343124,3,1,1,3,3,,1,mammal,ZA,ZA,NY,H,W,2008,12,0
2009343133,2,1,1,2,14,,1,reptile,VE,IT,NY,T,W,2008,12,0
2009343144,4,1,1,4,4,,1,mammal,ZW,ZW,DF,H,W,2008,12,0
2009343170,34,4,3,23,3784,,1,coral,ID,ID,LA,T,W,2009,1,0
2009343180,1,1,1,1,328,,1,reptile,LA,LA,HA,P,W,2008,12,1
2009343204,1,1,1,1,2,,1,shell,CN,HK,LO,T,W,2009,1,0
2009343220,1,1,1,1,1,,1,fish,TH,GB,LO,P,W,2008,12,0
2009343221,1,1,1,1,1,,1,mammal,CA,CA,ME,P,W,2009,1,0
2009343225,1,1,1,1,1,,1,mammal,CA,CA,ME,P,W,2009,1,0
2009343259,4,4,2,4,2450,,1,crustacean,ID,ID,LA,T,W,2009,1,0
2009343260,2,1,1,2,350,,1,reptile,US,HK,AN,T,W,2009,1,0
2009343261,1,1,1,1,88,,1,reptile,MY,HK,AN,T,W,2009,1,0
2009343273,3,3,2,3,3913,,1,crustacean,ID,ID,LA,T,W,2008,1,0
2009343292,3,2,1,3,30559,,1,fish,SG,SG,LA,T,C,2009,1,0
2009343293,2,2,2,2,105483,,1,crustacean,TH,TH,LA,T,C,2009,1,0
2009343298,1,1,0,1,3,,1,shell,KR,KR,AN,T,W,2009,1,0
2009343318,1,1,0,1,61,,1,shell,ID,HK,AN,T,W,2009,1,0
2009343333,6,3,3,5,91173,,1,amphibian,CN,CN,LA,T,C,2009,1,0
2009343368,1,1,1,1,11119,,1,fish,TW,TW,AT,T,C,2009,1,0
2009343369,4,2,1,3,71238,,1,crustacean,LK,LK,AT,T,C,2009,1,0
2009343373,1,1,1,1,586,,1,mammal,US,IT,NY,T,W,2008,12,0
2009343382,1,1,1,1,120,,1,fish,VS,HK,HA,T,W,2008,12,0
2009343401,1,1,1,1,3060,,1,shell,AU,KR,NY,T,C,2008,12,0
2009343407,4,4,2,4,4130,,1,crustacean,HT,HT,MI,T,W,2009,1,0
2009343412,1,1,1,1,23047,,1,fish,CO,CO,MI,T,W,2009,1,0
2009343450,1,1,0,1,161124,,1,shell,PH,PH,HA,T,W,2008,11,0
2009343480,1,1,1,1,689,,1,shell,ID,HK,NW,T,W,2009,1,0
2009343482,1,1,1,1,4112,,1,shell,ID,HK,NW,T,W,2009,1,0
2009343490,1,1,1,1,2378,,1,shell,CN,CN,HA,T,W,2008,11,0
2009343512,2,1,1,1,4,,1,insect,TZ,GB,BA,S,W,2008,9,0
2009343529,1,1,1,1,1,,1,mammal,XX,XX,SE,H,W,2008,10,0
2009343532,2,2,2,2,11448,,1,amphibian,HK,HK,SF,T,W,2009,1,0
2009343534,1,1,1,1,80,,1,bird,PW,PW,HA,S,W,2008,11,0
2009343541,2,2,2,2,62085,,1,amphibian,SG,SG,CH,T,C,2009,1,0
2009343557,4,4,4,4,1095,,1,echinoderms,KR,KR,NY,T,W,2009,1,0
2009343558,1,1,1,1,35,,1,shell,ID,ID,HA,T,W,2008,10,0
2009343562,1,1,1,1,52,,1,mammal,CA,CA,PL,T,R,2009,1,0
2009343563,1,1,1,1,55,,1,mammal,CA,CA,PL,T,R,2009,1,0
2009343565,1,1,1,1,40706,,1,fish,BR,BR,MI,T,W,2008,12,0
2009343570,1,1,1,1,15702,,1,shell,CN,CN,HA,T,W,2008,10,0
2009343575,1,1,1,1,306,,1,shell,CN,HK,SF,T,W,2009,1,0
2009343591,1,1,1,1,116,,1,fish,AU,AU,LA,T,W,2009,1,0
2009343607,1,1,1,1,2,,1,reptile,VE,IT,NY,T,W,2008,12,0
2009343620,1,1,1,1,2,,1,mammal,CA,CA,1,H,W,2008,12,0
2009343641,43,5,5,36,320,,1,bird,PH,PH,SE,S,W,2008,10,0
2009343650,1,1,0,1,1762,,1,shell,CN,CN,AN,T,W,2009,1,0
2009343658,1,1,0,1,108,,1,shell,CN,HK,AN,T,W,2009,1,0
2009343661,4,3,3,3,31,,1,fish,TH,TH,SE,T,W,2008,10,0
2009343670,1,1,0,1,3915,,1,shell,CN,CN,AN,T,W,2009,1,0
2009343673,1,1,1,1,167,,1,fish,BR,BR,MI,T,W,2008,12,0
2009343689,1,1,1,1,1,,1,mammal,CA,CA,SE,H,W,2008,12,0
2009343698,1,1,0,1,24,,1,shell,CN,CN,AN,T,W,2009,1,0
2009343733,3,2,2,3,3,,1,mammal,MZ,MZ,SE,H,W,2008,12,0
2009343786,4,1,1,4,20,,1,bird,CA,CA,1,H,W,2008,12,0
2009343787,1,1,1,1,26,,1,shell,NC,IT,LA,T,W,2009,1,0
2009343788,1,1,0,1,1344,,1,shell,CN,CN,AN,T,W,2009,1,0
2009343802,1,1,0,1,9,,1,shell,ID,HK,AN,T,W,2009,1,0
2009343827,1,1,1,1,1,,1,mammal,RU,RU,CH,H,W,2008,5,0
2009343830,1,1,1,1,2,,1,mammal,CA,CA,SW,H,W,2008,5,0
2009343837,1,1,1,1,1,,1,mammal,CA,CA,SW,H,W,2008,5,0
2009343862,4,1,1,4,5,,1,mammal,CA,CA,SW,P,W,2008,4,0
2009343867,1,1,1,1,1,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009343876,1,1,1,1,1,,1,mammal,CA,CA,SW,T,W,2008,10,0
2009343894,1,1,1,1,1008,,1,shell,CN,HK,LA,T,W,2008,12,0
2009343911,1,1,1,1,1,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009343918,1,1,1,1,1,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009343940,1,1,1,1,1,,1,reptile,JP,JP,CH,P,C,2008,5,0
2009343945,1,1,1,1,1,,1,reptile,US,CH,MI,T,W,2008,12,0
2009343947,2,1,1,2,19,,1,bird,CA,CA,SW,H,W,2008,10,0
2009343952,6,1,1,6,7,,1,mammal,ZA,ZA,AT,H,W,2008,12,0
2009343955,2,1,1,1,91,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009343957,4,1,1,4,21,,1,bird,CA,CA,SW,H,W,2008,10,0
2009343966,1,1,1,1,39,,1,shell,PH,PH,LA,T,W,2008,1,0
2009343979,1,1,1,1,18371,,1,amphibian,HK,HK,LA,T,F,2009,1,0
2009343995,2,2,1,2,1953,,1,fish,PH,PH,NY,T,W,2008,5,0
2009343996,1,1,1,1,60,,1,bird,ID,ID,LA,T,W,2009,1,0
2009344004,2,1,1,2,2,,1,mammal,US,CA,SW,P,W,2008,6,0
2009344022,1,1,1,1,1,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344029,1,1,1,1,6183,,1,fish,CO,CO,NY,T,W,2008,5,0
2009344035,1,1,1,1,1,,1,mammal,CA,CA,SU,H,W,2008,12,0
2009344044,3,3,2,3,747,,1,crustacean,KE,KE,MI,T,W,2009,1,0
2009344050,2,2,1,2,1842,,1,fish,ID,ID,NY,T,W,2008,6,0
2009344054,2,1,0,1,1674,,1,shell,IN,IN,NY,T,U,2008,5,0
2009344130,3,1,1,3,3,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009344131,2,2,1,2,280,,1,crustacean,ID,ID,CH,T,W,2009,1,0
2009344132,1,1,1,1,1,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009344138,5,2,1,3,2948,,1,fish,ID,ID,NY,T,W,2008,4,0
2009344139,1,1,1,1,1,,1,mammal,CA,CA,NY,H,W,2008,5,0
2009344145,1,1,1,1,236,,1,bird,ZA,MX,LR,T,R,2008,12,0
2009344146,6,1,1,6,6,,1,mammal,XX,XX,HN,H,W,2008,12,0
2009344159,1,1,1,1,7580,,1,shell,CN,HK,CH,T,W,2008,12,0
2009344163,1,1,1,1,4800,,1,shell,CN,CN,CH,T,W,2009,1,0
2009344164,1,1,1,1,4380,,1,shell,CN,CN,CH,T,W,2009,1,0
2009344175,5,1,1,2,10,,1,reptile,ID,IT,NW,T,W,2009,1,0
2009344176,1,1,1,1,12,,1,shell,XX,IN,ME,T,W,2008,12,0
2009344181,12,6,7,12,41,,1,shell,CN,CA,1,P,W,2008,12,0
2009344192,3,2,2,2,394,,1,mammal,ID,IT,LA,T,C,2009,1,0
2009344202,15,2,2,15,1620,,1,coral,ID,ID,LA,T,W,2009,1,0
2009344216,1,1,1,1,288,,1,reptile,CN,HK,NY,T,F,2008,12,0
2009344228,5,1,1,5,5,,1,mammal,ZA,ZA,SF,H,W,2009,1,0
2009344233,2,2,1,2,3,,1,coral,CL,CL,LO,P,W,2008,12,0
2009344238,1,1,1,1,3250,,1,shell,IT,IT,LO,T,W,2009,1,0
2009344242,1,1,1,1,56,,1,shell,CN,CN,LO,T,W,2009,1,0
2009344257,1,1,1,1,4,,1,shell,CN,CN,LO,T,W,2009,1,0
2009344276,1,1,1,1,1,,1,mammal,US,GB,ME,T,F,2009,1,0
2009344288,1,1,1,1,2,,1,bird,ZA,IT,NY,T,W,2008,12,0
2009344293,1,1,1,1,1,,1,mammal,DK,GB,NY,P,C,2008,12,0
2009344294,1,1,1,1,20,,1,reptile,VN,IT,NY,T,C,2008,12,0
2009344311,1,1,1,1,43325,,1,fish,TT,TT,NY,T,W,2008,5,0
2009344316,4,1,1,4,10,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344325,2,1,1,1,11835,,1,mammal,DK,HK,NY,T,C,2009,1,0
2009344350,2,1,1,2,6,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344351,1,1,1,1,5,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344358,1,1,1,1,11757,,1,shell,IN,IN,NW,T,W,2009,1,0
2009344367,1,1,1,1,11450,,1,fish,IL,IL,AT,T,C,2009,1,0
2009344378,2,1,1,1,227,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009344394,5,1,1,5,43,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344406,2,1,1,1,4,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344412,1,1,1,1,450,,1,shell,CN,HK,DF,T,W,2009,1,0
2009344427,10,1,1,7,401,,1,insect,TZ,TZ,NY,E,C,2008,7,0
2009344434,1,1,1,1,6500,4382,0,amphibian,BR,BR,NY,T,C,2007,11,0
2009344440,2,1,1,2,23,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344453,12,1,1,12,951,,1,insect,KE,KE,NY,T,C,2008,7,0
2009344479,1,1,1,1,1,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009344489,2,2,2,2,7,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344492,3,1,1,3,204,612,0,reptile,ID,HK,NY,T,W,2007,12,0
2009344493,2,1,1,1,182,,1,mammal,CA,CA,6,H,W,2008,10,0
2009344496,1,1,1,1,1,,1,mammal,CA,CA,CP,T,W,2009,1,0
2009344501,1,1,1,1,35,,1,shell,ID,IT,NW,T,C,2009,1,0
2009344518,4,1,1,4,26,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344529,1,1,1,1,90,,1,mammal,CA,CA,SW,H,W,2008,9,0
2009344532,3,1,1,3,7,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344538,4,1,1,3,999,,1,mammal,US,CA,SW,H,W,2008,10,0
2009344540,2,1,1,1,137,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009344546,2,1,1,2,74996,,1,shell,JP,CN,DF,T,W,2009,1,0
2009344577,4,4,3,4,1138,,1,crustacean,ID,ID,CH,T,W,2009,1,0
2009344588,2,1,1,1,20,,1,shell,JP,JP,SF,T,F,2009,1,0
2009344618,1,1,1,1,12,,1,shell,CN,TW,SF,T,W,2008,12,0
2009344622,1,1,1,1,11350,424,0,fish,TT,TT,NY,T,C,2007,11,0
2009344625,4,1,1,3,19,,1,bird,CA,CA,SW,H,W,2008,10,0
2009344652,2,1,1,1,205,,1,mammal,CA,CA,SW,H,W,2008,10,0
2009344668,1,1,1,1,134,,1,fish,MH,MH,HA,T,W,2008,10,0
2009344686,1,1,0,1,180,,1,shell,CN,CN,AN,T,W,2009,1,0
2009344703,2,1,1,2,2,,1,mammal,BW,BW,DF,H,W,2008,12,0
2009344708,1,1,0,1,18,,1,shell,CN,CN,AN,T,W,2009,1,0
2009344730,1,1,0,1,20,,1,shell,CN,CN,AN,T,W,2008,1,0
2009344784,9,1,1,8,14,,1,mammal,ZA,ZW,NY,H,W,2008,12,0
