control_number,n_lines,n_taxa,n_class,n_species,qty_total,value_total,value_missing,taxa,country_origin,country_imp_exp,port,purpose,source,year,month,target
2004490644,1,1,1,1,11,110,0,mammal,CN,HK,AN,T,D,2004,12,0
2004490661,1,1,1,1,7,56,0,bird,CN,CN,AN,T,W,2004,11,0
2004490663,1,1,0,1,2950,8674,0,shell,TH,TH,AN,T,W,2004,12,0
2004490670,1,1,1,1,16000,14352,0,shell,JP,IN,NY,T,W,2004,12,0
2004490675,2,1,1,1,800,26360,0,bird,ZA,MX,EL,T,R,2004,12,0
2004490679,1,1,0,1,800,10184,0,shell,PH,PH,AN,T,W,2004,12,0
2004490684,1,1,0,1,11,57,0,shell,PH,PH,AN,T,W,2004,12,0
2004490694,1,1,1,1,2,2,0,reptile,CN,CN,AN,T,W,2004,11,0
2004490696,1,1,1,1,63968,73671,0,shell,HK,TR,NW,T,W,2004,12,0
2004490702,1,1,1,1,7450,65350,0,shell,ID,IT,NW,T,C,2004,12,0
2004490703,1,1,0,1,140,642,0,shell,CN,HK,AN,T,W,2004,12,0
2004490718,1,1,0,1,36,864,0,shell,ID,HK,AN,T,W,2004,12,0
2004490736,1,1,1,1,1,757,0,reptile,US,HK,AN,T,W,2004,12,1
2004490742,4,1,1,4,200,218830,0,fish,IR,IR,LA,T,W,2004,12,0
2004490764,2,2,2,2,2,1982,0,bird,US,IT,NY,T,C,2004,12,0
2004490785,2,1,1,1,7,2585,0,mammal,DK,HK,NY,T,C,2004,12,0
2004490800,1,1,1,1,88200,101997,0,shell,JP,IN,NY,T,W,2004,12,0
2004490804,6,1,1,6,6,240,0,mammal,XX,XX,CH,H,W,2004,12,0
2004490826,2,1,1,1,9,6675,0,mammal,PE,PE,MI,T,W,2004,12,0
2004490849,1,1,1,1,40,3200,0,reptile,US,CH,MI,T,C,2004,12,0
2004490850,2,2,2,2,49430,9169,0,amphibian,SG,SG,LA,T,W,2004,12,0
2004490870,1,1,1,1,2340,4132,0,fish,TW,TW,LA,T,C,2004,12,0
2004490874,2,1,1,1,31,7592,0,reptile,US,CH,DF,T,C,2004,12,0
2004490913,1,1,1,1,2240,14,0,shell,CN,HK,CH,T,W,2004,12,0
2004490929,1,1,0,1,100,525,0,shell,CN,HK,AN,T,W,2004,12,0
2004490938,4,3,3,3,89,204350,0,reptile,US,CH,NY,T,C,2004,12,0
2004490974,1,1,0,1,148,858,0,shell,TH,TH,AN,T,W,2004,12,0
2004490984,1,1,0,1,60,307,0,shell,TH,TH,AN,T,W,2004,12,0
2004491004,5,1,1,5,6,3500,0,mammal,US,CA,CP,T,W,2004,12,0
2004491006,2,2,2,2,32,494,0,bird,TH,TH,AN,T,W,2004,12,0
2004491011,1,1,0,1,10630,9035,0,shell,TH,TH,AN,T,W,2004,12,0
2004491013,1,1,0,1,249,997,0,shell,TH,TH,AN,T,W,2004,12,0
2004491018,1,1,1,1,1,1518,0,reptile,US,IT,CH,T,W,2004,12,0
2004491051,4,2,2,2,1668,58348,0,bird,CO,MX,NG,T,C,2004,12,0
2004491053,2,1,1,2,7,3258,0,reptile,PG,IT,NY,T,W,2004,12,0
2004491074,3,1,1,3,59,10354,0,reptile,VE,IT,NW,T,W,2004,12,0
2004491089,1,1,1,1,8232,659,0,shell,JP,HK,LA,T,W,2004,12,0
2004491097,1,1,0,1,257,909,0,shell,TH,TH,AN,T,W,2004,12,0
2004491102,1,1,0,1,11,165,0,shell,CN,HK,AN,T,W,2004,12,0
2004491103,1,1,0,1,14,14,0,shell,TH,TH,AN,T,W,2004,11,0
2004491122,1,1,1,1,2000,300,0,fish,RU,XX,DU,P,W,2004,12,1
2004491123,1,1,1,1,1,250,0,mammal,CA,CA,DE,P,W,2004,12,0
2004491145,9,1,1,6,144,4528,0,mammal,CA,CA,CP,T,W,2004,12,0
2004491150,6,1,1,4,15,17188,0,mammal,CA,CA,CP,P,W,2004,12,0
2004491155,1,1,1,1,1,50,0,mammal,CF,CF,NY,H,W,2004,11,1
2004491167,1,1,1,1,1,100,0,mammal,CF,CF,AT,H,W,2004,12,0
2004491175,3,2,1,3,3848,1234,0,fish,LK,LK,DF,T,C,2004,12,0
2004491177,3,1,1,3,3,150,0,mammal,ZW,ZW,HN,H,W,2004,12,0
2004491207,2,1,1,1,2,640,0,mammal,CA,CA,SW,T,W,2004,12,0
2004491224,1,1,1,1,3562,2000,0,coral,FJ,TO,LA,T,W,2004,12,0
2004491236,2,2,2,2,1676,3467,0,crustacean,ID,ID,LA,T,W,2004,12,0
2004491249,5,1,1,5,6,537,0,mammal,ZA,ZA,CH,H,W,2004,12,0
2004491258,1,1,0,1,135,425,0,shell,CN,HK,AN,T,W,2004,11,0
2004491260,1,1,1,1,24,6,0,coral,NP,NP,AN,T,W,2004,12,0
2004491262,1,1,0,1,35,115,0,shell,CN,LK,AN,T,W,2004,12,0
2004491299,1,1,1,1,3,30,0,fish,JP,KR,AN,T,W,2004,12,0
2004491311,2,1,1,2,13,8,0,mammal,CN,CN,AN,T,D,2004,12,0
2004491329,1,1,0,1,902,3023,0,shell,VS,HK,AN,T,W,2004,12,0
2004491338,3,1,1,3,4,450,0,mammal,ZA,ZA,DF,H,W,2004,12,0
2004491339,2,1,1,1,409,458,0,shell,ID,IT,LA,T,C,2004,12,0
2004491354,2,2,2,2,14,1776,0,reptile,PH,IT,NY,T,W,2004,12,1
2004491355,1,1,1,1,1257,22460,0,mammal,NZ,NZ,LA,T,R,2004,12,0
2004491381,1,1,1,1,2,73,0,reptile,MY,IT,NY,T,W,2004,12,0
2004491418,8,1,1,8,9,3430,0,mammal,XX,XX,CH,H,W,2004,11,1
2004491430,4,1,1,4,13,14150,0,mammal,CA,CA,CP,T,W,2004,12,0
2004491454,1,1,1,1,150,14679,0,mammal,AU,IT,NY,T,C,2004,12,0
2004491479,1,1,1,1,17730,1129,0,fish,BR,BR,LA,T,W,2004,12,0
2004491494,1,1,1,1,1,400,0,mammal,CA,CA,HN,H,W,2004,11,0
2004491504,1,1,1,1,1,1800,0,mammal,CA,CA,BN,P,W,2004,11,0
2004491518,1,1,1,1,1,1312,0,mammal,CA,CA,BN,P,C,2004,11,0
2004491523,1,1,1,1,1,3714,0,mammal,CA,CA,BN,P,R,2004,11,0
2004491541,1,1,1,1,130,260,0,mammal,CA,CA,HN,P,W,2004,11,0
2004491561,1,1,1,1,119,500,0,mammal,CA,CA,HN,P,W,2004,11,0
2004491564,1,1,1,1,170,0,0,mammal,CA,CA,HN,H,R,2004,11,0
2004491568,2,1,1,2,2,1030,0,mammal,US,CA,CP,T,W,2004,12,0
2004491573,3,1,1,2,3,500,0,mammal,CA,CA,HN,H,W,2004,11,0
2004491582,6,1,1,6,6,2050,0,mammal,XX,XX,CH,H,W,2004,12,0
2004491599,1,1,1,1,1,90,0,fish,PE,CA,HN,Z,W,2004,10,0
2004491626,2,2,2,2,2,357638,0,coral,XX,CH,HN,Q,P,2004,10,0
2004491637,1,1,1,1,41,14895,0,reptile,TH,IT,BA,T,W,2004,11,0
2004491667,1,1,0,1,15,45,0,shell,XX,CN,AN,T,W,2004,12,1
2004491690,1,1,1,1,60,108,0,echinoderms,PH,PH,SE,T,W,2004,12,0
2004491717,1,1,1,1,2,95,0,reptile,US,CH,BA,T,W,2004,11,0
2004491730,1,1,1,1,144,1561,0,shell,NC,IT,BA,T,C,2004,11,0
2004491737,18,1,1,4,2139,1156,0,fish,ZA,ZR,HN,T,W,2004,12,0
2004491747,1,1,1,1,11,4291,0,shell,NC,IT,BA,T,C,2004,11,0
2004491780,1,1,1,1,18139,75981,0,amphibian,CN,CN,LA,T,R,2004,12,0
2004491836,1,1,1,1,1224,229910,0,bird,ZA,ZA,DF,T,R,2004,12,0
2004491872,1,1,0,1,107,32,0,shell,PH,PH,AN,T,W,2004,12,0
2004491892,2,1,1,2,2,412,0,mammal,XX,XX,DF,H,W,2004,12,0
2004491903,1,1,0,1,30,1166,0,shell,PH,PH,AN,T,W,2004,12,0
2004491905,1,1,1,1,1,372,0,mammal,XX,XX,DF,H,W,2004,12,0
2004491913,2,1,1,2,3,1068,0,mammal,XX,XX,DF,H,W,2004,12,0
2004491941,1,1,1,1,109819,14608,0,shell,JP,HK,CH,T,W,2004,12,0
2004491950,4,1,1,3,46,6183,0,reptile,VE,IT,NW,T,W,2004,12,0
2004491956,1,1,1,1,1005,70149,0,shell,CN,HT,NY,T,W,2004,12,0
2004491957,1,1,1,1,10,3061,0,reptile,US,IT,NW,T,W,2004,12,0
2004491960,2,1,1,2,38,10440,0,reptile,VE,IT,NW,T,W,2004,12,0
2004491972,1,1,1,1,178,6194,0,shell,ID,FR,NY,T,W,2004,12,0
2004491985,1,1,1,1,616,12095,0,mammal,NZ,NZ,LA,T,W,2004,12,0
2004491991,1,1,0,1,1,5,0,shell,PH,PH,AN,P,W,2004,12,0
2004491994,1,1,0,1,10,90,0,shell,PH,PH,AN,T,W,2004,12,0
2004491997,1,1,1,1,6,44,0,shell,PH,GB,NY,T,W,2004,12,0
2004492009,1,1,0,1,1,12,0,shell,PH,PH,AN,T,W,2004,12,0
2004492016,3,2,2,3,9682,1851,0,crustacean,IN,IN,LA,T,C,2004,12,0
2004492026,1,1,1,1,11558,2939,0,fish,HK,HK,LA,T,C,2004,12,0
2004492034,4,4,2,4,3177,726,0,crustacean,PH,PH,LA,T,W,2004,12,0
2004492042,1,1,1,1,1063,4939,0,fish,VU,VU,LA,T,W,2004,12,0
2004492045,1,1,1,1,3810,1839,0,fish,CN,CN,LA,T,W,2004,12,0
2004492053,4,4,2,4,3424,2977,0,crustacean,PH,PH,LA,T,W,2004,12,0
2004492061,35,2,1,22,2555,6992,0,coral,ID,ID,LA,T,W,2004,12,0
2004492070,20,2,1,17,645,2885,0,coral,ID,ID,LA,T,W,2004,12,0
2004492094,1,1,1,1,160,5790,0,bird,IT,IT,AT,T,C,2004,12,0
2004492118,16,1,1,16,65,6975,0,bird,CA,CA,BN,T,C,2004,12,0
2004492137,14,5,7,14,305,396,0,fish,ID,ID,AT,T,W,2004,12,0
2004492155,1,1,1,1,312,917,0,shell,AU,IT,NW,T,W,2004,12,0
2004492176,3,1,1,1,160032,119523,0,shell,ID,HK,NY,T,W,2004,12,0
2004492209,1,1,1,1,4485,1345,0,coral,FJ,FJ,CH,T,W,2004,12,0
2004492213,1,1,1,1,2568,103,0,shell,CN,HK,CH,T,W,2004,12,0
2004492227,3,2,1,2,4591,664,0,crustacean,PH,PH,AT,T,W,2004,12,0
2004492229,1,1,1,1,73,7869,0,reptile,US,AT,DF,T,C,2004,12,0
2004492240,1,1,1,1,10,0,0,reptile,XX,MX,EL,T,U,2004,12,1
2004492244,1,1,1,1,27644,77590,0,shell,JP,CN,NW,T,W,2004,12,0
2004492281,1,1,1,1,30,90,0,reptile,ID,CN,AN,T,W,2004,12,0
2004492290,1,1,0,1,80,2530,0,shell,PH,PH,AN,T,W,2004,12,0
2004492292,1,1,0,1,126,5,0,shell,CN,CN,AN,T,W,2004,12,0
2004492298,1,1,1,1,286,6147,0,fish,VN,VN,LA,T,W,2004,12,0
2004492300,1,1,0,1,948,2807,0,shell,VS,CN,AN,T,W,2004,12,0
2004492303,1,1,1,1,4,6300,0,mammal,VS,HK,AN,T,W,2004,12,0
2004492305,1,1,0,1,53856,4847,0,shell,IN,IN,DF,T,W,2004,12,0
2004492332,1,1,0,1,40,57,0,shell,KR,KR,AN,T,W,2004,12,0
2004492333,1,1,0,1,278,598,0,shell,PH,PH,AN,T,W,2004,12,0
2004492334,1,1,0,1,32,4,0,shell,CN,CN,AN,T,W,2004,12,0
2004492349,1,1,0,1,2370,4399,0,shell,TH,TH,AN,T,W,2004,12,0
2004492360,1,1,0,1,407,872,0,shell,TH,TH,AN,T,W,2004,12,0
2004492367,2,1,1,1,3,3945,0,mammal,DK,HK,AN,T,R,2004,12,0
2004492373,1,1,0,1,571,799,0,shell,ID,HK,AN,T,W,2004,12,0
2004492399,1,1,1,1,25,34,0,shell,ID,ID,HA,P,W,2004,11,0
2004492400,2,1,1,1,40,4137,0,reptile,AR,IT,NW,T,W,2004,12,0
2004492402,1,1,1,1,862,21550,0,bird,ZA,IN,DN,T,R,2004,12,0
2004492409,3,2,2,2,2367,36609,0,shell,ID,IT,NW,T,W,2004,12,0
2004492419,1,1,1,1,153,6210,0,mammal,FI,FI,AN,T,W,2004,12,0
2004492430,5,1,1,5,28,2020,0,mammal,FI,HK,SE,T,F,2004,12,0
2004492457,1,1,1,1,24,283,0,reptile,CN,HK,AN,T,W,2004,11,0
2004492459,1,1,1,1,5,40,0,reptile,CN,HK,AN,T,W,2004,10,0
2004492465,1,1,0,1,20,216,0,shell,VS,HK,AN,T,W,2004,12,0
2004492480,1,1,1,1,4,109,0,reptile,ID,IT,NY,T,W,2004,12,0
2004492487,2,1,1,1,700,1193,0,shell,AU,IT,NY,T,W,2004,12,0
2004492493,1,1,1,1,83,10518,0,mammal,FI,IT,NY,T,R,2004,10,0
2004492507,1,1,1,1,8,283,0,shell,AU,IT,NY,T,C,2004,10,0
2004492514,12,1,2,12,21913,299,0,shell,PH,PH,SY,T,W,2004,12,0
2004492530,1,1,1,1,14,1042,0,reptile,US,CH,NY,T,C,2004,10,0
2004492532,1,1,1,1,30,0,0,bird,MX,MX,SY,,,2004,12,0
2004492629,3,2,2,3,8702,5550,0,crustacean,TW,TW,NY,T,C,2004,10,0
2004492634,1,1,1,1,50,37,0,shell,CN,HK,NY,T,C,2004,10,0
2004492658,4,1,1,1,153,8,0,mammal,VN,DE,NY,M,C,2004,10,0
2004492662,2,1,1,2,59,2360,0,shell,AU,CH,NY,T,C,2004,11,0
2004492681,3,1,1,3,120,19655,0,mammal,CA,GR,NY,T,W,2004,11,0
2004492686,1,1,1,1,1,157,0,reptile,US,DE,NY,T,C,2004,10,0
2004492689,11,1,1,10,13,650,0,mammal,ZW,ZW,NY,H,W,2004,10,0
2004492693,1,1,1,1,17545,7980,0,fish,TH,TH,NY,T,C,2004,10,0
2004492742,1,1,1,1,2880,24919,0,reptile,CN,TW,CH,T,W,2004,12,0
2004492746,1,1,1,1,2483,11918,0,shell,CN,HK,NY,T,W,2004,10,0
2004492758,1,1,1,1,87,172,0,shell,CN,HK,NY,T,W,2004,10,0
2004492774,6,1,2,5,471,768,0,fish,GH,GH,HN,T,W,2004,12,0
2004492786,1,1,1,1,32485,5691,0,fish,TH,TH,LA,T,C,2004,12,0
2004492787,1,1,1,1,201,665,0,fish,BR,BR,LA,T,W,2004,12,0
2004492799,1,1,1,1,2,780,0,reptile,US,CH,LA,T,C,2004,12,0
2004492827,1,1,1,1,27,6306,0,mammal,CN,HK,NY,T,R,2004,10,0
2004492837,1,1,1,1,20,4200,0,mammal,CN,GB,NY,T,W,2004,10,0
2004492844,1,1,1,1,27,33445,0,mammal,DK,HK,NY,T,R,2004,10,0
2004492885,1,1,0,1,34,0,0,other,XX,FR,DU,S,W,2004,12,0
2004492887,1,1,1,1,34,226,0,shell,PH,PH,LA,T,W,2004,12,0
2004492919,1,1,1,1,500,1484,0,fish,SA,SA,NY,T,W,2004,10,0
2004492936,1,1,1,1,7,21280,0,mammal,CA,CA,CP,P,R,2004,12,0
2004492945,1,1,1,1,1,1300,0,mammal,CA,CA,CP,P,R,2004,12,0
2004492961,4,1,1,4,5,250,0,mammal,NZ,NZ,NY,H,W,2004,10,0
2004492976,4,2,3,4,212,668,0,shell,PH,PH,LA,T,W,2004,12,0
2004492996,1,1,1,1,1,436,0,reptile,XX,CA,SE,P,W,2004,12,1
2004493000,1,1,1,1,2,2025,0,mammal,CA,CA,CP,T,W,2004,12,0
2004493004,1,1,1,1,500,5000,0,shell,ID,HK,NY,T,W,2004,10,0
2004493011,1,1,1,1,1,200,0,mammal,CA,CA,CP,P,R,2004,12,0
2004493037,1,1,1,1,6193,2003,0,fish,CO,CO,NY,T,C,2004,10,0
2004493051,2,2,2,2,6850,643,0,amphibian,CN,CN,NY,T,W,2004,10,0
2004493065,10,1,1,10,11,550,0,mammal,ZA,ZA,NY,H,W,2004,11,0
2004493109,2,1,1,1,2,2095,0,mammal,DK,HK,NY,T,R,2004,11,0
2004493110,4,1,1,2,298,30096,0,reptile,VE,IT,NY,T,W,2004,10,0
2004493112,1,1,0,1,189,7,0,shell,CN,CN,AN,T,W,2004,12,0
2004493117,1,1,1,1,1,500,0,mammal,DK,HK,NY,T,R,2004,11,0
2004493118,1,1,1,1,11640,2688,0,shell,AU,IT,NW,T,W,2004,12,0
2004493121,4,2,2,4,1915,1930,0,fish,VN,VN,LA,T,W,2004,12,0
2004493148,1,1,1,1,100,55,0,mammal,IN,IN,SJ,T,C,2004,12,0
2004493155,1,1,1,1,7024,1256,0,fish,MY,MY,NY,T,C,2004,11,0
2004493159,1,1,1,1,11,10320,0,mammal,DK,GR,NY,T,R,2004,11,0
2004493183,1,1,1,1,2,130,0,mammal,RU,HK,AN,T,W,2004,12,0
2004493193,2,1,1,1,1600,67200,0,reptile,CO,CO,NY,T,C,2004,10,0
2004493195,2,1,1,2,2,100,0,mammal,FI,GB,NY,T,R,2004,10,0
2004493201,1,1,0,1,3,10,0,shell,PH,PH,AN,T,W,2004,12,0
2004493210,1,1,1,1,10,18010,0,mammal,DK,HK,NY,T,R,2004,11,0
2004493230,1,1,1,1,1,300,0,mammal,CA,CA,SW,T,W,2004,12,0
2004493245,17,3,3,4,99,4312,0,reptile,US,CH,NY,T,C,2004,10,0
2004493257,3,1,1,3,3,400,0,mammal,ZW,ZW,CH,H,W,2004,12,0
2004493267,1,1,1,1,480,34,0,shell,AU,CN,NY,T,W,2004,12,0
2004493269,1,1,0,1,20,35,0,shell,AU,CN,AN,T,W,2004,10,0
2004493300,2,1,1,2,1100,640,0,insect,ID,MY,LA,T,C,2004,12,0
2004493321,1,1,1,1,6,2,0,shell,NC,IT,NY,T,W,2004,12,0
2004493323,1,1,1,1,36,7767,0,shell,PH,FR,NY,T,R,2004,12,0
2004493324,1,1,1,1,95,6274,0,shell,ID,FR,NY,T,C,2004,12,0
2004493325,4,1,1,4,41,16057,0,mammal,CA,DE,NY,T,C,2004,12,0
2004493327,2,2,2,2,39,4693,0,reptile,US,CH,NY,T,C,2004,12,0
2004493331,2,1,1,2,2,2480,0,mammal,CA,HK,NY,T,C,2004,12,0
2004493338,1,1,1,1,110,19420,0,mammal,DK,CN,NY,T,C,2004,12,0
2004493354,2,1,1,1,21,445,0,reptile,US,CH,NY,T,C,2004,11,0
2004493357,1,1,1,1,800,706,0,reptile,TH,TH,NY,T,C,2004,11,0
2004493393,6,1,1,6,7,350,0,mammal,TZ,TZ,NY,H,W,2004,11,0
2004493397,4,1,1,4,4,200,0,mammal,TZ,TZ,NY,H,W,2004,11,0
2004493399,5,2,2,5,5,250,0,mammal,ZA,ZA,NY,H,W,2004,11,0
2004493400,4,1,1,4,4,200,0,mammal,ZA,ZA,NY,H,W,2004,11,0
2004493401,1,1,1,1,1,150,0,shell,AU,CH,NY,T,W,2004,11,0
2004493420,1,1,1,1,2,1808,0,mammal,FI,IT,NY,T,R,2004,11,0
2004493432,5,1,1,4,11,620,0,reptile,ID,TT,NY,T,C,2004,11,0
2004493434,1,1,1,1,10,13585,0,mammal,DK,HK,NY,T,C,2004,11,0
2004493437,18,2,2,5,1628,52506,0,reptile,US,ES,MI,T,C,2004,12,0
2004493450,1,1,1,1,37,41054,0,mammal,DK,HK,NY,T,C,2004,11,0
2004493452,2,1,1,1,83,90866,0,mammal,DK,HK,NY,T,C,2004,11,0
2004493474,1,1,1,1,1,50,0,mammal,ZW,ZW,NY,P,W,2004,10,0
2004493484,4,1,1,3,4,300,0,mammal,CA,CA,EA,T,W,2004,12,0
2004493486,1,1,1,1,2,2855,0,mammal,CA,CA,EA,T,W,2004,12,0
2004493524,1,1,1,1,46,222,0,mammal,US,PH,NY,T,W,2004,11,0
2004493545,1,1,1,1,578,4995,0,fish,YE,YE,LA,T,W,2004,12,0
2004493561,1,1,1,1,1,3357,0,mammal,CA,CA,BL,P,F,2004,12,0
2004493593,1,1,1,1,66,89939,0,mammal,DK,HK,NY,T,R,2004,9,0
2004493595,1,1,1,1,20,24407,0,mammal,DK,HK,NY,T,R,2004,9,0
2004493610,6,1,1,2,144,46786,0,reptile,US,IT,NY,T,R,2004,11,0
2004493614,1,1,1,1,1000,1000,0,shell,ID,HK,NY,T,W,2004,10,0
2004493620,3,1,1,3,4,8930,0,mammal,HR,IT,NY,T,R,2004,11,0
2004493634,1,1,1,1,2,180,0,shell,AU,CH,NY,T,W,2004,11,0
2004493654,1,1,1,1,2250,450,0,shell,ID,HK,DF,T,W,2004,12,0
2004493669,3,1,1,2,59,7700,0,mammal,FI,GR,NY,T,R,2004,10,0
2004493677,1,1,1,1,194,33874,0,mammal,CN,CN,NY,T,R,2004,11,0
2004493695,2,1,1,1,32,28800,0,mammal,FI,HK,NY,T,R,2004,11,0
2004493722,1,1,0,1,1,30,0,shell,PH,PH,AN,P,W,2004,12,0
2004493735,3,1,1,3,97,16517,0,mammal,CN,CN,NY,T,R,2004,10,0
2004493746,30,1,1,14,30,8892,0,mammal,ZA,ZA,AT,H,W,2004,12,0
2004493748,1,1,1,1,1,10,0,mammal,CN,CN,AN,P,W,2004,12,0
2004493761,1,1,0,1,274,3985,0,shell,VS,HK,AN,T,W,2004,12,0
2004493810,1,1,0,1,598,1359,0,shell,CN,HK,AN,T,W,2004,12,0
2004493811,4,1,1,3,21,0,0,reptile,VG,VG,NY,S,W,2004,10,0
2004493819,1,1,1,1,1,5,0,reptile,ZW,IT,DF,T,C,2004,12,0
2004493831,1,1,1,1,1,6820,0,mammal,DK,GR,NY,T,R,2004,10,0
2004493833,6,1,1,4,11,14223,0,mammal,FI,IT,NY,T,R,2004,10,0
2004493846,1,1,1,1,49168,9553,0,fish,SG,SG,NY,T,C,2004,10,0
2004493848,6,1,1,1,627,9,0,mammal,MU,FR,NY,M,F,2004,11,0
2004493865,4,2,2,3,4,23600,0,mammal,US,IT,NY,T,W,2004,11,0
2004493888,2,2,1,2,1314,738,0,fish,ID,ID,DF,T,W,2004,12,0
2004493893,3,1,1,3,3,1220,0,mammal,XX,XX,CH,H,W,2004,12,0
2004493895,2,1,1,2,244,17690,0,mammal,FI,TR,CH,T,C,2004,12,0
2004493899,8,1,1,1,60,7,0,mammal,VN,DE,NY,T,C,2004,10,0
2004493901,1,1,1,1,2400,18400,0,mammal,CN,CN,NY,T,R,2004,11,0
2004493915,4,1,1,4,4,200,0,mammal,XX,ZA,NY,H,W,2004,11,0
2004493917,1,1,1,1,30,22,0,shell,CN,CN,NY,T,C,2004,11,0
2004493919,1,1,1,1,84,3675,0,reptile,MY,IT,NY,T,W,2004,11,0
2004493946,1,1,1,1,3000,186,0,shell,JP,HK,LA,T,W,2004,12,0
2004493951,3,3,2,3,3501,4519,0,crustacean,ID,ID,LA,T,W,2004,12,0
2004493961,1,1,1,1,15,0,0,mammal,CA,CA,BA,S,C,2004,12,0
2004493998,1,1,1,1,18,7897,0,reptile,VE,IT,NW,T,W,2004,12,0
2004494008,4,1,1,3,136,15752,0,reptile,BO,IT,NY,T,W,2004,12,0
2004494027,1,1,1,1,1,168,0,bird,ZA,GB,NY,P,C,2004,12,0
2004494028,1,1,1,1,36,1846,0,mammal,NL,NL,SE,T,F,2004,12,0
2004494033,1,1,1,1,20,20,0,reptile,CN,HK,AN,T,W,2004,12,0
2004494045,1,1,0,1,2140,1070,0,shell,PH,PH,AN,T,W,2004,12,0
2004494049,1,1,1,1,7200,720,0,shell,CN,HK,HA,T,C,2004,12,0
2004494052,8,1,1,1,295,17700,0,shell,AU,CH,NY,T,C,2004,12,0
2004494073,2,1,1,2,6,1701,0,mammal,CA,IT,NY,T,C,2004,11,0
2004494080,1,1,1,1,11,22,0,shell,CN,HK,NY,T,W,2004,10,0
2004494088,1,1,1,1,1,980,0,mammal,CN,IT,NY,T,C,2004,10,0
2004494096,2,2,2,2,2566,1056,0,amphibian,TH,TH,NY,T,R,2004,8,0
2004494113,1,1,1,1,30,2767,0,shell,AU,CH,NY,T,C,2004,9,0
2004494114,1,1,1,1,7,630,0,shell,AU,CH,NY,T,W,2004,9,0
2004494175,2,1,2,2,19739,1580,0,shell,AU,RO,AT,T,W,2004,12,0
2004494194,1,1,1,1,1536,1152,0,reptile,TH,TH,NY,T,R,2004,9,0
2004494207,2,1,1,2,1024,4421,0,shell,TH,TH,NY,T,W,2004,11,0
2004494237,1,1,1,1,1,50,0,mammal,KZ,KZ,NY,H,W,2004,8,0
2004494239,5,1,1,5,10,2128,0,mammal,NZ,NZ,NY,H,W,2004,12,0
2004494258,2,1,1,2,2,5600,0,mammal,GB,BY,NY,T,R,2004,9,0
2004494266,1,1,1,1,14550,18976,0,shell,ID,HK,NW,T,W,2004,12,0
2004494269,1,1,1,1,28,962,0,mammal,DK,FR,NY,T,R,2004,11,0
2004494276,2,1,1,2,2,100,0,mammal,TJ,RU,NY,H,W,2004,12,0
2004494313,2,1,1,2,11,35680,0,mammal,AR,IT,NY,T,W,2004,9,0
2004494336,1,1,1,1,13,1300,0,mammal,FI,TR,NY,T,R,2004,9,0
2004494344,2,1,1,1,42880,861,0,fish,TT,TT,NY,T,W,2004,11,0
2004494351,1,1,1,1,38,41583,0,mammal,DK,HK,NY,T,C,2004,8,0
2004494354,1,1,1,1,14,7596,0,mammal,PE,IT,NY,T,W,2004,8,0
2004494355,1,1,1,1,5000,1048,0,amphibian,DO,DO,NY,T,C,2004,9,0
2004494382,1,1,1,1,6445,891,0,fish,BR,BR,NY,T,W,2004,9,0
2004494411,1,1,1,1,25,1664,0,reptile,ID,IT,NY,T,W,2004,11,0
2004494414,2,2,1,2,30044,7979,0,fish,TH,TH,NY,T,W,2004,9,0
2004494416,4,2,2,4,75,315,0,reptile,US,CH,NY,T,C,2004,11,0
2004494444,1,1,1,1,11,9130,0,mammal,DK,HK,NY,T,R,2004,11,0
2004494504,1,1,1,1,15,7500,0,mammal,US,GR,NY,T,R,2004,11,0
2004494512,1,1,1,1,382,101328,0,reptile,AU,HK,NY,T,C,2004,11,0
2004494530,3,2,2,2,346,34373,0,bird,ID,CH,NW,T,W,2004,12,0
2004494540,3,2,1,2,453,506,0,other,ID,ID,NY,T,W,2004,11,0
2004494545,2,1,1,2,43,3094,0,reptile,US,IT,NW,T,C,2004,12,0
2004494557,4,2,2,4,84,4854,0,reptile,US,CH,NY,T,C,2004,11,0
2004494561,4,1,1,3,164,196180,0,mammal,CA,HK,NY,T,R,2004,12,0
2004494586,1,1,1,1,11376,221,0,shell,CN,HK,LA,T,W,2004,12,0
2004494593,3,1,1,3,3,490,0,mammal,ZA,ZA,CH,H,W,2004,12,0
2004494595,8,1,1,8,9,1550,0,mammal,ZA,ZA,CH,H,W,2004,11,0
2004494601,1,1,1,1,4082,27000,0,fish,CA,CA,BL,T,W,2004,12,0
2004494607,2,2,2,2,160,1260,0,crustacean,VN,VN,AT,T,W,2004,12,0
2004494615,2,2,2,2,13351,5006,0,crustacean,TW,TW,LA,T,C,2004,12,0
2004494621,37,6,4,28,4292,4385,0,coral,ID,ID,LA,T,W,2004,12,0
2004494639,2,2,1,2,13932,3747,0,fish,CN,HK,LA,T,C,2004,12,0
2004494642,2,2,2,2,3208,924,0,crustacean,TW,TW,LA,T,W,2004,12,0
2004494650,2,2,2,2,154746,23882,0,amphibian,SG,SG,LA,T,W,2004,12,0
2004494663,3,1,1,1,6,8822,0,reptile,US,FR,AT,T,W,2004,12,0
2004494675,1,1,1,1,1,100,0,reptile,ID,IT,NY,T,W,2004,12,0
2004494692,2,1,1,2,3,875,0,mammal,CA,CA,SE,T,W,2004,12,0
2004494695,1,1,1,1,127890,5927,0,shell,JP,HK,CH,T,W,2004,12,0
